postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
UB8 1,SEPD,LV,1,12,0.9
RG4 6,SEPD,PSI,1,9,0.88
SO31 9,SEPD,LV,1,21,0.87
SL6 3,SEPD,LV,2,18,0.86
UB2 4,SEPD,LV,1,11,0.84
W4 1,SEPD,LV,1,37,0.82
PO12 2,SEPD,LV,1,33,0.8
HP10 9,SEPD,"HV,LV,PSI",5,1159,0.79
BH20 4,SEPD,"HV,LV",5,9815,0.77
RG42 5,SEPD,"HV,LV",2,143,0.77
PO8 8,SEPD,LV,1,8,0.77
AB42 1,SHEPD,LV,1,11,0.73
RG8 7,SEPD,LV,1,9,0.73
SL9 9,SEPD,LV,1,18,0.7
SO53 4,SEPD,LV,1,26,0.7
SL4 5,SEPD,LV,1,21,0.68
BH31 6,SEPD,LV,1,23,0.62
RG12 0,SEPD,LV,1,14,0.61
RG40 2,SEPD,HV,2,391,0.6
SL1 4,SEPD,HV,1,49,0.6
SL1 5,SEPD,HV,1,49,0.6
BH24 1,SEPD,HV,1,296,0.31
BH16 6,SEPD,"HV,LV",4,11589,0.0
BH21 3,SEPD,HV,3,11248,0.0
DD3 7,SHEPD,LV,3,93,0.0
PO38 1,SEPD,LV,3,42,0.0
AB10 7,SHEPD,"HV,LV",2,812,0.0
AB15 7,SHEPD,"HV,LV",2,5149,0.0
AB15 8,SHEPD,"HV,LV",2,5139,0.0
BA12 8,SEPD,LV,2,45,0.0
BH8 9,SEPD,LV,2,12,0.0
DD4 7,SHEPD,LV,2,51,0.0
GL7 5,SEPD,"HV,PSI",2,72,0.0
GU27 2,SEPD,LV,2,22,0.0
GU27 3,SEPD,LV,2,22,0.0
GU47 9,SEPD,LV,2,41,0.0
IV2 3,SHEPD,LV,2,30,0.0
IV31 6,SHEPD,LV,2,25,0.0
OX25 4,SEPD,"HV,PSI",2,83,0.0
OX25 6,SEPD,"HV,LV",2,69,0.0
PA34 5,SHEPD,LV,2,23,0.0
PO20 2,SEPD,"HV,LV",2,184,0.0
PO22 7,SEPD,"HV,LV",2,603,0.0
SN11 9,SEPD,"HV,LV",2,31,0.0
AB11 5,SHEPD,HV,1,796,0.0
AB12 3,SHEPD,HV,1,5134,0.0
AB12 4,SHEPD,HV,1,5134,0.0
AB12 5,SHEPD,HV,1,5134,0.0
AB13 0,SHEPD,HV,1,5134,0.0
AB15 4,SHEPD,LV,1,23,0.0
AB24 1,SHEPD,HV,1,240,0.0
AB24 5,SHEPD,HV,1,240,0.0
AB32 6,SHEPD,LV,1,37,0.0
AB39 3,SHEPD,HV,1,5134,0.0
AB42 2,SHEPD,LV,1,8,0.0
BA2 7,SEPD,HV,1,8,0.0
BA22 7,SEPD,HV,1,272,0.0
BH1 2,SEPD,LV,1,15,0.0
BH13 6,SEPD,LV,1,9,0.0
BH18 9,SEPD,HV,1,1262,0.0
BH21 5,SEPD,HV,1,1262,0.0
BH23 4,SEPD,HV,1,8157,0.0
BH6 5,SEPD,LV,1,7,0.0
DD1 2,SHEPD,LV,1,24,0.0
DD1 4,SHEPD,LV,1,22,0.0
DD10 9,SHEPD,HV,1,3,0.0
DD11 1,SHEPD,LV,1,14,0.0
DD2 4,SHEPD,LV,1,12,0.0
DD3 8,SHEPD,LV,1,4,0.0
DD4 9,SHEPD,LV,1,37,0.0
DD7 2,SHEPD,LV,1,24,0.0
DT1 3,SEPD,HV,1,1287,0.0
DT8 3,SEPD,PSI,1,79,0.0
FK8 3,SHEPD,HV,1,26,0.0
GU11 3,SEPD,LV,1,19,0.0
GU12 6,SEPD,LV,1,7,0.0
GU15 4,SEPD,LV,1,4,0.0
GU51 3,SEPD,LV,1,6,0.0
GU8 5,SEPD,PSI,1,23,0.0
IV2 7,SHEPD,HV,1,3,0.0
IV51 9,SHEPD,HV,1,7,0.0
KY13 9,SHEPD,HV,1,54,0.0
M50 2,SHEPD,LV,1,91,0.0
NN13 5,SEPD,LV,1,2,0.0
OX10 0,SEPD,LV,1,14,0.0
OX2 9,SEPD,LV,1,14,0.0
OX25 2,SEPD,PSI,1,3,0.0
OX25 5,SEPD,PSI,1,3,0.0
OX26 3,SEPD,PSI,1,3,0.0
OX29 5,SEPD,HV,1,2,0.0
OX4 1,SEPD,LV,1,25,0.0
OX44 7,SEPD,HV,1,5112,0.0
OX44 9,SEPD,HV,1,5112,0.0
OX8 7,SEPD,HV,1,2,0.0
PA20 0,SHEPD,LV,1,30,0.0
PA23 8,SHEPD,HV,1,8,0.0
PH1 2,SHEPD,LV,1,21,0.0
PH2 0,SHEPD,LV,1,11,0.0
PH5 2,SHEPD,HV,1,5,0.0
PO12 3,SEPD,LV,1,37,0.0
PO2 8,SEPD,LV,1,6,0.0
PO22 6,SEPD,HV,1,592,0.0
PO3 5,SEPD,LV,1,5,0.0
PO30 3,SEPD,HV,1,17,0.0
PO36 9,SEPD,LV,1,16,0.0
PO38 3,SEPD,LV,1,6,0.0
PO5 3,SEPD,LV,1,28,0.0
PO6 1,SEPD,LV,1,7,0.0
RG1 1,SEPD,LV,1,7,0.0
RG10 9,SEPD,PSI,1,67,0.0
RG14 3,SEPD,LV,1,6,0.0
RG19 4,SEPD,LV,1,2,0.0
RG42 2,SEPD,LV,1,22,0.0
RG45 6,SEPD,HV,1,385,0.0
RG7 1,SEPD,HV,1,18,0.0
RG7 2,SEPD,LV,1,2,0.0
SL1 8,SEPD,HV,1,1077,0.0
SL3 0,SEPD,PSI,1,20,0.0
SL4 6,SEPD,LV,1,15,0.0
SN12 6,SEPD,LV,1,15,0.0
SN13 3,SEPD,HV,1,2,0.0
SN3 3,SEPD,LV,1,14,0.0
SO16 8,SEPD,LV,1,25,0.0
SO17 1,SEPD,LV,1,14,0.0
SO18 6,SEPD,LV,1,15,0.0
SO19 1,SEPD,LV,1,44,0.0
SO19 6,SEPD,LV,1,11,0.0
SO19 9,SEPD,LV,1,44,0.0
SO24 0,SEPD,PSI,1,112,0.0
SO40 3,SEPD,LV,1,8,0.0
SP6 1,SEPD,LV,1,8,0.0
TW7 4,SEPD,LV,1,18,0.0
UB10 0,SEPD,LV,1,11,0.0
UB5 6,SEPD,LV,1,82,0.0
UB6 8,SEPD,LV,1,35,0.0
UB7 7,SEPD,LV,1,6,0.0
W4 3,SEPD,LV,1,6,0.0
W5 5,SEPD,LV,1,27,0.0
