postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
GU8 4,SEPD,"HV,LV,PSI",13,333,669.96
GU7 1,SEPD,"HV,LV,PSI",14,525,616.16
RG26 5,SEPD,"HV,LV,PSI",20,3034,482.18
SP3 4,SEPD,"HV,LV,PSI",34,2591,239.55
UB7 0,SEPD,"LV,PSI",5,32,199.47
GU27 1,SEPD,"LV,PSI",10,274,191.68
RG12 0,SEPD,"HV,LV,PSI",21,1075,151.21
BH24 3,SEPD,"HV,LV,PSI",35,1295,145.75
SP11 7,SEPD,"HV,LV,PSI",11,602,141.56
KW17 2,SHEPD,"HV,PSI",42,1305,137.56
SL2 5,SEPD,"HV,LV",15,1485,118.87
SN14 7,SEPD,"HV,LV,PSI",22,720,109.6
BA12 0,SEPD,"HV,PSI",3,451,107.37
PH10 7,SHEPD,"HV,LV,PSI",38,737,104.91
SL6 6,SEPD,"HV,LV,PSI",15,1737,104.31
RG6 3,SEPD,"LV,PSI",14,470,103.79
SN11 8,SEPD,"HV,LV,PSI",28,707,96.9
RG19 4,SEPD,"HV,LV",8,188,93.4
HP13 7,SEPD,"HV,LV,PSI",16,1262,93.15
BH24 1,SEPD,"HV,LV,PSI",13,1036,90.07
DT2 0,SEPD,"HV,LV,PSI",13,666,89.66
SN4 7,SEPD,"LV,PSI",16,468,87.28
SP5 2,SEPD,"HV,LV,PSI",5,383,86.94
IV27 4,SHEPD,"HV,LV,PSI",38,3508,86.42
SN26 8,SEPD,"LV,PSI",6,87,86.03
SO32 2,SEPD,"HV,LV,PSI",26,4846,85.2
UB9 5,SEPD,LV,5,275,85.06
HP13 5,SEPD,"HV,LV,PSI",20,1892,84.32
PO7 6,SEPD,"HV,LV,PSI",15,365,82.86
UB2 5,SEPD,"HV,LV",14,1788,82.69
SN26 7,SEPD,"LV,PSI",6,88,81.74
BH9 3,SEPD,LV,6,163,79.46
RG10 9,SEPD,"HV,LV,PSI",22,2683,78.69
SL9 0,SEPD,"LV,PSI",10,147,78.69
RG22 4,SEPD,"HV,LV,PSI",17,943,78.64
BH20 6,SEPD,"HV,LV,PSI",29,11133,76.79
SP3 5,SEPD,"HV,LV,PSI",14,569,76.29
DT2 9,SEPD,"HV,LV,PSI",15,10158,75.93
SN8 2,SEPD,"HV,LV,PSI",16,1063,75.68
HP13 6,SEPD,"HV,LV,PSI",13,1867,75.14
BA11 1,SEPD,"HV,LV,PSI",10,1039,73.82
OX14 3,SEPD,"HV,LV,PSI",19,5584,73.01
BH12 4,SEPD,"HV,LV,PSI",9,303,71.52
AB53 8,SHEPD,"HV,LV,PSI",20,257,70.67
RG7 3,SEPD,"HV,LV,PSI",11,509,69.42
SO50 9,SEPD,"HV,LV,PSI",8,1532,68.87
SL6 9,SEPD,"HV,LV",8,1539,67.71
SO32 1,SEPD,"HV,LV,PSI",21,3962,67.23
SL1 3,SEPD,"HV,LV",6,435,67.2
SO21 1,SEPD,"HV,LV,PSI",15,2553,66.61
SN4 8,SEPD,"HV,LV,PSI",13,409,66.08
GU8 6,SEPD,"HV,PSI",19,453,65.41
OX7 4,SEPD,"HV,LV,PSI",20,1356,65.02
RG30 3,SEPD,"HV,LV,PSI",11,403,64.19
AB51 5,SHEPD,"HV,LV,PSI",16,744,64.03
PA34 4,SHEPD,"HV,LV,PSI",24,712,63.62
RG40 4,SEPD,"HV,LV,PSI",15,936,62.66
SL6 2,SEPD,"HV,LV,PSI",13,754,62.35
TW4 7,SEPD,"HV,LV",4,188,62.23
BA12 7,SEPD,"HV,LV,PSI",20,1275,62.17
SO31 6,SEPD,LV,6,88,61.88
GU10 4,SEPD,"HV,LV,PSI",15,459,61.84
RG19 8,SEPD,"HV,LV,PSI",13,2114,61.61
GU24 8,SEPD,"HV,LV",4,43,61.43
BA12 6,SEPD,"HV,LV,PSI",16,1708,61.01
HP10 9,SEPD,"HV,LV,PSI",13,2096,60.67
SO30 2,SEPD,"HV,LV,PSI",18,2288,60.6
SL5 9,SEPD,"HV,LV,PSI",11,888,60.03
TW14 9,SEPD,LV,6,181,60.01
SN6 7,SEPD,"HV,LV,PSI",8,237,59.63
GU52 8,SEPD,"LV,PSI",11,125,59.03
SN8 3,SEPD,"HV,LV,PSI",21,843,58.75
GU51 3,SEPD,"HV,LV",10,220,58.58
OX12 0,SEPD,"HV,LV,PSI",12,3765,58.43
RG7 1,SEPD,"HV,LV,PSI",10,692,58.43
PH16 5,SHEPD,"HV,PSI",20,292,58.42
RG20 8,SEPD,"HV,LV,PSI",17,937,57.99
OX33 1,SEPD,"HV,LV,PSI",12,1254,57.72
IV30 8,SHEPD,"HV,LV,PSI",28,829,57.61
DT2 8,SEPD,"HV,LV,PSI",23,2847,57.51
SO23 7,SEPD,"HV,LV,PSI",8,1878,57.41
GU34 2,SEPD,"LV,PSI",13,255,57.39
RG10 0,SEPD,"HV,LV,PSI",13,869,57.27
BH16 5,SEPD,"HV,LV,PSI",15,10391,57.2
SL1 7,SEPD,"HV,LV,PSI",7,507,56.99
GU34 3,SEPD,"HV,PSI",13,1210,56.8
SO22 6,SEPD,"LV,PSI",11,209,56.69
OX2 8,SEPD,"HV,LV,PSI",12,314,56.6
IV36 2,SHEPD,"HV,LV,PSI",14,374,56.23
HP11 1,SEPD,"LV,PSI",13,400,56.02
SO41 0,SEPD,"HV,LV,PSI",10,336,55.56
OX4 1,SEPD,"LV,PSI",10,278,55.1
HP11 2,SEPD,"HV,LV",9,1602,54.57
HP14 3,SEPD,"HV,LV,PSI",14,1618,54.42
IV15 9,SHEPD,"HV,LV",7,638,54.34
GU30 7,SEPD,"HV,LV,PSI",16,209,53.9
OX13 5,SEPD,"HV,LV,PSI",8,1701,53.69
PO14 2,SEPD,LV,6,94,53.49
OX3 8,SEPD,"HV,LV,PSI",10,1087,53.2
HS9 5,SHEPD,"HV,LV,PSI",15,394,53.18
RG20 9,SEPD,"HV,LV,PSI",15,1363,52.84
KA27 8,SHEPD,"HV,LV,PSI",25,784,52.03
BH21 6,SEPD,"HV,LV,PSI",16,866,51.78
RG6 7,SEPD,"HV,LV",8,1725,51.73
SP3 6,SEPD,"HV,LV,PSI",11,492,51.61
BA11 2,SEPD,"HV,LV,PSI",16,486,51.54
SN15 1,SEPD,"LV,PSI",6,150,51.15
BH17 7,SEPD,"LV,PSI",13,386,51.14
OX13 6,SEPD,"HV,LV,PSI",10,300,51.13
SL9 8,SEPD,"HV,LV,PSI",7,166,50.97
TW16 7,SEPD,"HV,LV",14,1830,50.86
BH16 6,SEPD,"HV,LV,PSI",15,11995,50.84
BA10 0,SEPD,"HV,LV,PSI",13,206,50.81
BH23 7,SEPD,"HV,LV,PSI",13,332,50.66
SN3 1,SEPD,"HV,LV",13,1265,50.53
OX7 5,SEPD,"LV,PSI",14,369,50.28
PH26 3,SHEPD,"HV,LV,PSI",14,338,50.08
RG25 2,SEPD,"HV,LV,PSI",16,1813,50.04
RH20 1,SEPD,"HV,LV,PSI",9,1241,49.98
PO20 7,SEPD,"HV,LV,PSI",17,11796,49.5
UB4 8,SEPD,"HV,LV",6,889,49.43
BH23 8,SEPD,"LV,PSI",11,236,49.42
RG30 4,SEPD,LV,14,244,49.4
SN8 1,SEPD,LV,5,54,49.37
BN18 0,SEPD,"HV,LV,PSI",18,604,49.19
GU11 3,SEPD,LV,6,176,49.03
IV51 9,SHEPD,"HV,LV,PSI",21,1171,48.59
RG7 4,SEPD,"HV,LV,PSI",18,1449,48.56
GU32 1,SEPD,"HV,PSI",14,1150,48.11
SN3 4,SEPD,"HV,LV,PSI",14,417,47.95
DT2 7,SEPD,"HV,LV,PSI",19,1993,47.24
RG29 1,SEPD,"HV,LV,PSI",16,867,47.03
OX49 5,SEPD,"HV,LV,PSI",16,752,46.57
ZE2 9,SHEPD,"HV,LV,PSI",30,2192,46.52
BH21 2,SEPD,"HV,LV",9,4135,46.46
IV6 7,SHEPD,"LV,PSI",17,340,46.35
OX14 2,SEPD,"HV,LV,PSI",14,504,46.24
SO21 3,SEPD,"HV,LV,PSI",13,2441,45.96
OX14 4,SEPD,"HV,LV,PSI",15,5415,45.78
RG4 9,SEPD,"HV,LV,PSI",6,1762,45.74
DT4 9,SEPD,"HV,LV,PSI",8,424,45.58
RH14 9,SEPD,"HV,LV,PSI",12,218,45.56
BH22 0,SEPD,"HV,LV,PSI",15,330,45.53
OX7 3,SEPD,"HV,LV,PSI",14,1173,45.06
PH13 9,SHEPD,"HV,LV,PSI",9,607,45.05
PO8 0,SEPD,"HV,LV,PSI",11,973,44.8
BH20 5,SEPD,"HV,LV,PSI",17,10390,44.77
PH15 2,SHEPD,"HV,PSI",12,390,44.72
PO20 1,SEPD,"HV,LV,PSI",9,428,44.45
SO30 0,SEPD,"HV,LV,PSI",11,261,44.41
SP5 1,SEPD,"HV,LV,PSI",13,2546,44.21
W5 1,SEPD,LV,7,170,44.16
HS2 9,SHEPD,"HV,LV,PSI",25,3906,44.1
SO50 4,SEPD,"LV,PSI",11,203,44.09
KW1 5,SHEPD,"HV,LV,PSI",13,337,43.98
FK14 7,SHEPD,PSI,13,382,43.95
BH17 8,SEPD,"HV,LV",4,201,43.93
TW8 8,SEPD,"HV,LV,PSI",5,63,43.78
IV4 7,SHEPD,"HV,LV,PSI",16,308,43.76
DT3 4,SEPD,"HV,LV",7,265,43.53
GU52 6,SEPD,"LV,PSI",6,228,43.48
GU29 0,SEPD,"HV,LV,PSI",16,521,43.19
RG41 5,SEPD,"HV,LV,PSI",9,1753,43.1
SP10 3,SEPD,"LV,PSI",8,97,43.0
GU28 9,SEPD,"HV,PSI",14,939,42.68
OX27 8,SEPD,"HV,LV,PSI",10,1693,42.67
BA11 4,SEPD,"LV,PSI",6,665,42.67
RG28 7,SEPD,"HV,LV,PSI",11,520,42.66
RG14 7,SEPD,"HV,LV,PSI",9,370,42.48
SO32 3,SEPD,"HV,LV,PSI",13,3948,42.47
BH9 1,SEPD,"HV,LV",7,792,42.37
PA78 6,SHEPD,HV,2,37,42.1
OX11 9,SEPD,"HV,LV,PSI",9,6248,41.97
AB54 4,SHEPD,"HV,PSI",14,734,41.68
OX3 9,SEPD,"HV,LV,PSI",9,1143,41.42
SO20 6,SEPD,"HV,LV,PSI",11,691,41.41
PO22 9,SEPD,"HV,LV,PSI",8,124,41.4
PA38 4,SHEPD,"HV,PSI",8,315,41.33
SO50 7,SEPD,"HV,LV,PSI",12,650,40.79
GU28 0,SEPD,"HV,LV,PSI",18,1380,40.68
SL0 0,SEPD,"HV,LV,PSI",5,49,40.39
SO41 8,SEPD,"HV,LV,PSI",8,159,40.02
SP11 9,SEPD,"HV,LV",10,235,39.96
PA75 6,SHEPD,"HV,PSI",5,132,39.84
SL7 1,SEPD,"HV,LV,PSI",13,2149,39.77
GL7 5,SEPD,"HV,LV,PSI",23,6440,39.67
RG7 5,SEPD,"HV,LV,PSI",13,457,39.57
PA67 6,SHEPD,"HV,LV",5,400,39.48
PO20 2,SEPD,"HV,LV,PSI",9,4976,39.33
SO23 8,SEPD,"HV,LV,PSI",12,883,39.14
SL6 0,SEPD,"HV,LV,PSI",10,2400,38.94
BA20 2,SEPD,"HV,LV,PSI",13,493,38.87
DT11 8,SEPD,"HV,PSI",15,1396,38.74
UB10 8,SEPD,"HV,LV,PSI",5,89,38.72
SN14 8,SEPD,"HV,LV,PSI",11,199,38.64
FK17 8,SHEPD,PSI,8,140,38.53
UB5 4,SEPD,LV,7,261,38.41
SN2 2,SEPD,"HV,LV",7,627,38.38
AB53 4,SHEPD,"HV,LV,PSI",9,160,38.34
OX1 1,SEPD,LV,5,37,38.34
PO15 6,SEPD,"HV,LV,PSI",13,294,38.3
W7 2,SEPD,LV,1,30,38.12
TW18 4,SEPD,"LV,PSI",6,75,38.1
OX1 5,SEPD,"HV,LV,PSI",13,1066,37.97
SL4 4,SEPD,"HV,LV,PSI",11,3463,37.95
GU10 2,SEPD,"HV,LV,PSI",9,438,37.92
RG27 9,SEPD,"HV,LV,PSI",15,751,37.89
AB51 3,SHEPD,LV,6,59,37.87
PO21 3,SEPD,"HV,LV",7,209,37.56
BA11 5,SEPD,"HV,LV,PSI",12,422,37.5
HP10 0,SEPD,"HV,LV,PSI",8,2218,37.5
IV7 8,SHEPD,"LV,PSI",8,216,37.48
RG40 1,SEPD,"HV,LV",7,677,37.3
GU31 5,SEPD,"HV,PSI",11,746,37.26
SO16 8,SEPD,"LV,PSI",12,190,37.23
HS2 0,SHEPD,"HV,LV,PSI",24,3153,36.98
RG12 7,SEPD,"HV,LV,PSI",20,565,36.89
W4 2,SEPD,"HV,LV",9,588,36.86
SO31 8,SEPD,"HV,LV",10,2713,36.72
PO12 2,SEPD,LV,7,107,36.69
GU26 6,SEPD,"HV,LV,PSI",14,758,36.66
SN14 6,SEPD,"HV,LV,PSI",16,567,36.43
SO43 7,SEPD,"HV,LV,PSI",10,176,36.29
AB51 0,SHEPD,"HV,PSI",9,272,36.28
GL7 1,SEPD,"HV,LV,PSI",11,269,36.2
SN6 8,SEPD,"HV,LV,PSI",9,1116,36.18
SO22 5,SEPD,LV,5,117,36.07
SL4 2,SEPD,"HV,LV,PSI",10,5471,36.02
OX20 1,SEPD,"HV,LV,PSI",11,1639,35.82
IV2 6,SHEPD,"HV,PSI",11,161,35.71
SP5 3,SEPD,"HV,LV,PSI",13,2172,35.61
W13 9,SEPD,LV,7,145,35.61
SO21 2,SEPD,"HV,LV,PSI",10,2016,35.56
SO45 3,SEPD,"LV,PSI",4,45,35.25
W3 6,SEPD,"HV,LV,PSI",12,764,35.04
UB5 5,SEPD,LV,7,116,35.0
IV3 5,SHEPD,"LV,PSI",16,631,34.9
BH15 4,SEPD,"HV,LV",14,2083,34.8
BH24 2,SEPD,"LV,PSI",10,527,34.72
SP11 0,SEPD,"HV,LV,PSI",10,605,34.6
BH21 3,SEPD,"HV,LV,PSI",17,12081,34.54
RG17 0,SEPD,"HV,LV,PSI",12,1512,34.46
SL5 8,SEPD,"HV,LV,PSI",6,3243,34.39
OX4 3,SEPD,"HV,LV",13,2306,34.31
RG10 8,SEPD,"LV,PSI",11,369,34.17
GU16 6,SEPD,"HV,LV,PSI",11,316,34.12
RG7 2,SEPD,"HV,LV,PSI",10,950,33.61
PO19 7,SEPD,"HV,LV,PSI",6,627,33.61
BA14 0,SEPD,"HV,LV,PSI",8,437,33.53
SL8 5,SEPD,"HV,LV,PSI",8,1247,33.5
RG4 8,SEPD,LV,6,65,33.47
PO21 5,SEPD,"HV,LV",6,106,33.37
PO36 9,SEPD,"HV,LV,PSI",5,57,33.32
RG20 4,SEPD,"HV,LV,PSI",10,1862,33.28
PH10 6,SHEPD,"HV,LV,PSI",19,289,33.23
DT9 3,SEPD,"HV,LV,PSI",4,134,33.2
RG31 7,SEPD,LV,9,187,33.15
GU35 9,SEPD,"HV,LV,PSI",6,142,33.04
HP15 6,SEPD,"HV,PSI",4,266,33.04
DD11 3,SHEPD,"LV,PSI",15,202,33.01
RG14 1,SEPD,"HV,LV,PSI",10,1063,32.81
AB43 7,SHEPD,"HV,LV,PSI",21,2657,32.75
SP7 0,SEPD,"HV,LV,PSI",13,1139,32.72
BH20 7,SEPD,"HV,LV,PSI",18,14105,32.65
KW14 8,SHEPD,"HV,LV,PSI",17,830,32.61
PH1 1,SHEPD,"HV,LV,PSI",7,218,32.51
IV12 5,SHEPD,"HV,PSI",7,265,32.49
RG45 6,SEPD,"HV,LV",6,461,32.47
SO16 6,SEPD,"LV,PSI",4,110,32.34
RG41 2,SEPD,"HV,LV,PSI",6,81,32.24
DT11 0,SEPD,"HV,LV,PSI",18,1278,32.23
OX44 9,SEPD,"HV,LV,PSI",9,5540,32.15
AB51 8,SHEPD,"HV,PSI",7,228,32.12
DT3 5,SEPD,"LV,PSI",8,185,32.04
BA22 8,SEPD,"HV,LV,PSI",10,1175,32.0
RG24 7,SEPD,"HV,PSI",2,180,31.97
BH23 4,SEPD,"HV,LV,PSI",9,8371,31.85
IV18 0,SHEPD,"HV,LV,PSI",13,956,31.68
OX5 2,SEPD,"HV,LV,PSI",10,457,31.66
RG40 2,SEPD,"HV,LV,PSI",6,493,31.6
SO16 7,SEPD,"LV,PSI",5,110,31.49
GU10 1,SEPD,"HV,LV,PSI",4,166,31.47
SN15 2,SEPD,"HV,LV,PSI",9,359,31.44
SL3 6,SEPD,LV,2,82,31.33
SL5 7,SEPD,"HV,LV",7,3407,31.15
SO52 9,SEPD,"HV,LV,PSI",11,408,30.97
BH25 5,SEPD,"HV,LV",9,344,30.95
PH36 4,SHEPD,"HV,PSI",6,715,30.71
GU10 3,SEPD,"HV,LV,PSI",6,649,30.65
SO51 6,SEPD,"HV,LV,PSI",15,267,30.63
DT11 7,SEPD,"HV,LV,PSI",9,782,30.63
SN5 8,SEPD,"HV,LV,PSI",8,2684,30.63
AB33 8,SHEPD,"HV,LV,PSI",13,342,30.51
SN3 6,SEPD,"HV,LV,PSI",5,215,30.5
GU20 6,SEPD,"HV,LV",9,798,30.42
FK8 3,SHEPD,"HV,PSI",12,304,30.4
SN7 7,SEPD,"HV,LV,PSI",11,1407,30.39
PO9 1,SEPD,"LV,PSI",5,59,30.33
UB7 9,SEPD,LV,2,31,30.33
BH12 3,SEPD,"LV,PSI",3,93,30.24
OX14 1,SEPD,LV,4,49,30.13
TW7 6,SEPD,LV,8,253,30.12
PH2 8,SHEPD,"LV,PSI",6,70,30.06
RG40 3,SEPD,"HV,LV,PSI",6,384,29.83
AB38 9,SHEPD,"HV,LV,PSI",11,186,29.79
HP14 4,SEPD,"HV,LV,PSI",7,248,29.79
OX18 3,SEPD,LV,6,153,29.77
RG6 5,SEPD,LV,4,127,29.56
SL3 9,SEPD,"HV,LV",6,2816,29.54
RG2 9,SEPD,"HV,LV",16,1279,29.51
SN7 8,SEPD,"HV,LV,PSI",12,2242,29.5
GU33 7,SEPD,"HV,LV,PSI",6,286,29.49
GL54 3,SEPD,"HV,PSI",10,4616,29.45
DD5 3,SHEPD,"HV,LV,PSI",17,378,29.37
PA22 3,SHEPD,"HV,LV",5,303,29.29
PO16 7,SEPD,"HV,LV,PSI",9,3627,29.25
UB1 1,SEPD,"HV,LV",6,876,29.23
UB9 6,SEPD,"HV,LV,PSI",9,2029,29.12
IV19 1,SHEPD,"HV,LV,PSI",6,346,29.01
SL7 3,SEPD,"HV,LV,PSI",5,278,28.98
SL2 3,SEPD,"HV,LV,PSI",5,300,28.93
HS3 3,SHEPD,"HV,LV,PSI",17,566,28.92
SP4 7,SEPD,"LV,PSI",7,224,28.91
SN6 6,SEPD,"HV,LV,PSI",9,1577,28.89
SP10 1,SEPD,"LV,PSI",4,80,28.71
SO45 1,SEPD,"LV,PSI",12,172,28.63
OX10 6,SEPD,"HV,PSI",9,6299,28.45
SO31 1,SEPD,"HV,LV,PSI",7,436,28.44
SO42 7,SEPD,"HV,LV,PSI",17,714,28.41
AB42 5,SHEPD,"HV,LV,PSI",9,796,28.38
PO8 8,SEPD,"HV,LV,PSI",13,838,28.34
BH4 9,SEPD,LV,6,237,28.24
BH23 6,SEPD,"HV,LV,PSI",6,112,28.21
AB37 9,SHEPD,PSI,8,133,28.16
PO8 9,SEPD,"HV,LV,PSI",16,818,28.09
SP6 3,SEPD,"HV,LV,PSI",8,421,28.03
GU34 4,SEPD,"HV,LV,PSI",10,708,27.97
UB3 5,SEPD,LV,4,90,27.97
BA11 3,SEPD,"HV,LV,PSI",11,1010,27.76
GU35 0,SEPD,"LV,PSI",11,214,27.72
RG18 9,SEPD,"HV,LV",8,520,27.71
PH2 7,SHEPD,"HV,LV,PSI",11,239,27.65
DT10 2,SEPD,"HV,LV,PSI",9,528,27.65
SN14 0,SEPD,"HV,LV,PSI",8,248,27.5
HP12 4,SEPD,"HV,LV",8,150,27.46
UB3 1,SEPD,LV,6,49,27.46
UB3 2,SEPD,"HV,LV,PSI",6,916,27.22
SN11 0,SEPD,"HV,LV,PSI",6,210,27.19
RG19 3,SEPD,"HV,LV",8,408,27.15
OX12 9,SEPD,"HV,LV,PSI",15,2255,26.98
RG26 4,SEPD,"HV,LV",10,1337,26.96
RH14 0,SEPD,"HV,LV,PSI",10,1613,26.94
BA12 9,SEPD,"HV,LV,PSI",7,103,26.94
OX29 4,SEPD,"LV,PSI",4,130,26.94
RG2 7,SEPD,"HV,LV",6,1353,26.93
W7 1,SEPD,LV,2,42,26.88
GU52 0,SEPD,LV,2,37,26.78
PO18 0,SEPD,"HV,LV,PSI",9,72,26.66
AB52 6,SHEPD,"HV,LV,PSI",9,439,26.61
GU8 5,SEPD,"LV,PSI",8,139,26.58
SN4 0,SEPD,"HV,LV,PSI",7,1138,26.53
IV40 8,SHEPD,"HV,LV,PSI",15,799,26.41
PH18 5,SHEPD,"LV,PSI",9,358,26.4
OX1 4,SEPD,"HV,LV,PSI",5,912,26.39
IV22 2,SHEPD,"HV,LV,PSI",10,1294,26.33
DT9 4,SEPD,"HV,LV,PSI",9,782,26.32
SO24 9,SEPD,"HV,LV,PSI",9,219,26.13
BH23 2,SEPD,"HV,LV,PSI",10,184,26.07
BA14 6,SEPD,"HV,LV",8,748,26.04
PO17 6,SEPD,"HV,LV,PSI",10,3693,26.01
IV30 1,SHEPD,"HV,LV,PSI",13,366,25.91
TW15 3,SEPD,LV,7,222,25.91
SP2 7,SEPD,"LV,PSI",7,105,25.85
GU14 9,SEPD,"HV,LV",7,1082,25.82
RG14 5,SEPD,"HV,LV,PSI",10,431,25.73
IV42 8,SHEPD,"LV,PSI",8,146,25.67
DD7 7,SHEPD,"HV,LV",5,126,25.67
AB16 5,SHEPD,"LV,PSI",11,324,25.66
